ImageId,Label
1,1
2,4
3,2
4,3
5,8
6,9
7,6
8,6
9,4
10,9
11,3
12,5
13,8
14,9
15,7
16,3
17,3
18,3
19,5
20,9
21,8
22,0
23,8
24,0
25,4
26,0
27,3
28,4
29,9
30,9
31,5
32,1
33,8
34,0
35,6
36,4
37,0
38,5
39,6
40,8
41,0
42,4
43,0
44,8
45,7
46,3
47,8
48,8
49,3
50,6
51,3
52,2
53,2
54,1
55,7
56,1
57,9
58,9
59,0
60,7
61,6
62,4
63,1
64,4
65,2
66,5
67,4
68,0
69,3
70,8
71,2
72,7
73,0
74,5
75,1
76,7
77,6
78,8
79,6
80,8
81,7
82,4
83,1
84,0
85,4
86,8
87,4
88,5
89,5
90,4
91,6
92,5
93,7
94,3
95,6
96,6
97,6
98,0
99,0
100,8
101,9
102,9
103,9
104,7
105,2
106,2
107,1
108,2
109,8
110,7
111,9
112,2
113,3
114,3
115,0
116,7
117,1
118,8
119,6
120,5
121,2
122,1
123,7
124,5
125,9
126,9
127,6
128,1
129,2
130,5
131,5
132,6
133,6
134,7
135,5
136,3
137,5
138,2
139,6
140,4
141,3
142,8
143,7
144,0
145,1
146,7
147,7
148,8
149,5
150,2
151,3
152,0
153,0
154,7
155,4
156,1
157,9
158,6
159,1
160,4
161,6
162,8
163,2
164,3
165,4
166,5
167,3
168,7
169,1
170,2
171,9
172,6
173,0
174,1
175,4
176,1
177,3
178,7
179,6
180,1
181,7
182,5
183,9
184,1
185,1
186,1
187,2
188,6
189,5
190,1
191,5
192,6
193,9
194,5
195,0
196,0
197,4
198,9
199,6
200,5
201,5
202,9
203,3
204,9
205,2
206,0
207,5
208,6
209,6
210,9
211,5
212,7
213,7
214,1
215,0
216,8
217,1
218,7
219,1
220,0
221,2
222,0
223,4
224,6
225,5
226,3
227,6
228,7
229,8
230,3
231,7
232,8
233,1
234,3
235,4
236,3
237,8
238,4
239,9
240,3
241,8
242,6
243,9
244,8
245,4
246,2
247,9
248,9
249,4
250,3
251,9
252,0
253,1
254,1
255,5
256,0
257,3
258,5
259,4
260,7
261,3
262,7
263,0
264,8
265,6
266,1
267,5
268,7
269,6
270,3
271,3
272,7
273,7
274,2
275,4
276,1
277,7
278,4
279,1
280,5
281,2
282,1
283,7
284,4
285,2
286,2
287,4
288,2
289,0
290,6
291,1
292,5
293,2
294,5
295,9
296,0
297,0
298,8
299,4
300,6
301,6
302,5
303,6
304,2
305,8
306,8
307,6
308,7
309,4
310,8
311,6
312,6
313,6
314,9
315,4
316,9
317,6
318,5
319,9
320,6
321,3
322,3
323,0
324,7
325,2
326,6
327,9
328,2
329,6
330,3
331,5
332,4
333,3
334,1
335,0
336,7
337,5
338,3
339,6
340,9
341,8
342,5
343,7
344,4
345,6
346,1
347,4
348,1
349,2
350,6
351,6
352,8
353,7
354,3
355,3
356,2
357,3
358,3
359,8
360,2
361,5
362,8
363,1
364,7
365,3
366,8
367,8
368,1
369,5
370,5
371,1
372,3
373,0
374,0
375,1
376,2
377,8
378,6
379,1
380,1
381,3
382,9
383,4
384,4
385,7
386,2
387,2
388,0
389,4
390,5
391,1
392,0
393,2
394,9
395,2
396,1
397,0
398,0
399,6
400,3
401,7
402,5
403,6
404,6
405,0
406,4
407,9
408,8
409,3
410,4
411,8
412,0
413,0
414,3
415,6
416,6
417,3
418,4
419,8
420,7
421,7
422,2
423,2
424,2
425,4
426,1
427,5
428,0
429,0
430,4
431,3
432,4
433,9
434,8
435,5
436,3
437,1
438,8
439,8
440,4
441,4
442,1
443,7
444,6
445,7
446,9
447,4
448,6
449,6
450,7
451,0
452,1
453,0
454,4
455,2
456,0
457,7
458,4
459,6
460,0
461,3
462,9
463,3
464,6
465,6
466,8
467,8
468,2
469,5
470,7
471,1
472,1
473,5
474,5
475,3
476,3
477,5
478,3
479,1
480,5
481,6
482,7
483,7
484,8
485,8
486,4
487,9
488,3
489,3
490,0
491,9
492,7
493,4
494,1
495,6
496,9
497,0
498,5
499,6
500,1
501,8
502,5
503,3
504,3
505,2
506,8
507,6
508,6
509,8
510,4
511,4
512,4
513,6
514,6
515,1
516,0
517,8
518,2
519,7
520,5
521,4
522,9
523,9
524,1
525,9
526,1
527,1
528,7
529,8
530,0
531,6
532,5
533,3
534,5
535,8
536,2
537,7
538,7
539,0
540,3
541,6
542,6
543,5
544,9
545,9
546,6
547,9
548,5
549,3
550,3
551,6
552,8
553,6
554,9
555,9
556,6
557,5
558,6
559,2
560,6
561,3
562,1
563,3
564,1
565,7
566,7
567,7
568,6
569,1
570,5
571,2
572,6
573,6
574,2
575,7
576,5
577,2
578,8
579,9
580,6
581,1
582,5
583,2
584,7
585,2
586,7
587,1
588,9
589,3
590,6
591,0
592,8
593,0
594,6
595,2
596,3
597,5
598,1
599,1
600,2
601,2
602,7
603,6
604,3
605,8
606,4
607,0
608,0
609,4
610,7
611,7
612,3
613,3
614,8
615,6
616,8
617,5
618,5
619,6
620,9
621,8
622,1
623,5
624,7
625,6
626,9
627,1
628,0
629,1
630,1
631,1
632,2
633,0
634,4
635,8
636,6
637,7
638,9
639,1
640,4
641,5
642,2
643,6
644,5
645,1
646,6
647,5
648,8
649,4
650,3
651,3
652,0
653,5
654,4
655,1
656,9
657,7
658,2
659,0
660,6
661,2
662,1
663,5
664,0
665,8
666,4
667,7
668,0
669,5
670,9
671,2
672,9
673,0
674,6
675,6
676,9
677,0
678,0
679,7
680,2
681,2
682,7
683,2
684,1
685,6
686,9
687,3
688,6
689,6
690,8
691,1
692,3
693,7
694,7
695,3
696,6
697,6
698,2
699,1
700,6
701,2
702,4
703,8
704,2
705,6
706,2
707,4
708,6
709,0
710,1
711,0
712,1
713,2
714,1
715,4
716,8
717,6
718,5
719,0
720,1
721,3
722,6
723,6
724,0
725,5
726,7
727,0
728,3
729,2
730,9
731,4
732,4
733,1
734,6
735,9
736,7
737,0
738,9
739,2
740,7
741,8
742,9
743,8
744,1
745,2
746,2
747,5
748,1
749,1
750,1
751,9
752,1
753,5
754,9
755,1
756,6
757,3
758,1
759,9
760,8
761,7
762,8
763,4
764,8
765,7
766,5
767,5
768,2
769,6
770,5
771,2
772,0
773,5
774,1
775,9
776,9
777,8
778,1
779,5
780,9
781,3
782,3
783,3
784,4
785,1
786,7
787,4
788,8
789,2
790,4
791,3
792,1
793,9
794,9
795,7
796,7
797,5
798,5
799,6
800,3
801,7
802,7
803,9
804,6
805,1
806,6
807,1
808,9
809,0
810,7
811,8
812,5
813,1
814,2
815,2
816,2
817,3
818,7
819,0
820,7
821,3
822,0
823,4
824,1
825,5
826,0
827,0
828,2
829,5
830,7
831,6
832,5
833,6
834,7
835,3
836,1
837,3
838,3
839,3
840,8
841,6
842,4
843,9
844,0
845,2
846,9
847,7
848,9
849,3
850,1
851,4
852,0
853,7
854,0
855,4
856,3
857,6
858,2
859,9
860,0
861,6
862,0
863,7
864,8
865,8
866,3
867,7
868,1
869,3
870,4
871,6
872,2
873,5
874,9
875,0
876,0
877,1
878,8
879,3
880,3
881,0
882,0
883,1
884,2
885,7
886,9
887,3
888,6
889,8
890,3
891,2
892,7
893,8
894,0
895,5
896,1
897,5
898,4
899,0
900,3
901,9
902,6
903,8
904,9
905,3
906,4
907,1
908,8
909,0
910,6
911,2
912,4
913,6
914,5
915,3
916,4
917,3
918,6
919,5
920,6
921,7
922,6
923,4
924,5
925,7
926,4
927,4
928,1
929,9
930,2
931,8
932,0
933,6
934,9
935,4
936,3
937,6
938,5
939,5
940,6
941,9
942,8
943,3
944,5
945,3
946,9
947,4
948,4
949,4
950,3
951,4
952,1
953,3
954,3
955,5
956,8
957,1
958,4
959,5
960,3
961,4
962,4
963,4
964,1
965,3
966,6
967,6
968,9
969,8
970,2
971,7
972,3
973,5
974,0
975,4
976,3
977,2
978,0
979,1
980,3
981,3
982,5
983,4
984,2
985,0
986,5
987,4
988,2
989,1
990,3
991,9
992,4
993,5
994,2
995,1
996,6
997,1
998,5
999,0
1000,5
1001,7
1002,1
1003,5
1004,0
1005,1
1006,7
1007,9
1008,5
1009,3
1010,3
1011,1
1012,0
1013,4
1014,7
1015,8
1016,4
1017,8
1018,5
1019,1
1020,7
1021,5
1022,0
1023,7
1024,1
1025,0
1026,7
1027,8
1028,9
1029,5
1030,6
1031,2
1032,1
1033,9
1034,1
1035,9
1036,2
1037,9
1038,0
1039,0
1040,6
1041,1
1042,1
1043,0
1044,1
1045,9
1046,8
1047,0
1048,1
1049,2
1050,7
1051,5
1052,2
1053,4
1054,3
1055,7
1056,3
1057,4
1058,3
1059,6
1060,7
1061,6
1062,4
1063,3
1064,6
1065,8
1066,0
1067,6
1068,8
1069,9
1070,0
1071,1
1072,7
1073,4
1074,0
1075,0
1076,6
1077,0
1078,3
1079,9
1080,6
1081,6
1082,4
1083,0
1084,2
1085,1
1086,5
1087,9
1088,8
1089,6
1090,7
1091,2
1092,9
1093,4
1094,6
1095,8
1096,4
1097,2
1098,9
1099,1
1100,1
1101,4
1102,6
1103,5
1104,5
1105,0
1106,6
1107,7
1108,7
1109,5
1110,9
1111,7
1112,5
1113,3
1114,1
1115,4
1116,6
1117,8
1118,2
1119,9
1120,1
1121,5
1122,3
1123,8
1124,9
1125,7
1126,6
1127,7
1128,9
1129,8
1130,4
1131,0
1132,0
1133,7
1134,5
1135,0
1136,4
1137,8
1138,4
1139,1
1140,7
1141,8
1142,6
1143,1
1144,9
1145,0
1146,1
1147,8
1148,8
1149,0
1150,0
1151,7
1152,5
1153,9
1154,3
1155,4
1156,1
1157,0
1158,9
1159,8
1160,4
1161,8
1162,9
1163,1
1164,4
1165,2
1166,7
1167,3
1168,1
1169,4
1170,9
1171,9
1172,2
1173,4
1174,1
1175,4
1176,3
1177,5
1178,6
1179,9
1180,3
1181,8
1182,9
1183,9
1184,2
1185,8
1186,8
1187,4
1188,3
1189,8
1190,8
1191,4
1192,6
1193,3
1194,4
1195,5
1196,9
1197,1
1198,1
1199,2
1200,5
1201,1
1202,3
1203,6
1204,1
1205,1
1206,0
1207,6
1208,4
1209,7
1210,2
1211,0
1212,3
1213,0
1214,3
1215,7
1216,6
1217,8
1218,1
1219,4
1220,8
1221,8
1222,7
1223,5
1224,3
1225,7
1226,0
1227,4
1228,5
1229,9
1230,1
1231,9
1232,6
1233,3
1234,8
1235,3
1236,9
1237,4
1238,7
1239,7
1240,7
1241,4
1242,3
1243,6
1244,7
1245,3
1246,7
1247,7
1248,0
1249,3
1250,3
1251,4
1252,4
1253,7
1254,6
1255,7
1256,4
1257,1
1258,6
1259,0
1260,5
1261,2
1262,1
1263,1
1264,8
1265,7
1266,4
1267,1
1268,3
1269,3
1270,1
1271,9
1272,3
1273,6
1274,5
1275,6
1276,3
1277,4
1278,9
1279,8
1280,8
1281,2
1282,8
1283,9
1284,1
1285,3
1286,5
1287,7
1288,3
1289,5
1290,9
1291,7
1292,8
1293,5
1294,5
1295,2
1296,5
1297,2
1298,4
1299,5
1300,3
1301,2
1302,5
1303,0
1304,2
1305,7
1306,1
1307,6
1308,2
1309,9
1310,8
1311,1
1312,4
1313,4
1314,5
1315,0
1316,1
1317,1
1318,1
1319,1
1320,4
1321,7
1322,6
1323,8
1324,4
1325,9
1326,8
1327,6
1328,2
1329,8
1330,0
1331,3
1332,5
1333,1
1334,1
1335,3
1336,4
1337,8
1338,7
1339,5
1340,4
1341,5
1342,9
1343,5
1344,6
1345,7
1346,0
1347,7
1348,1
1349,9
1350,4
1351,8
1352,0
1353,0
1354,8
1355,5
1356,9
1357,2
1358,6
1359,9
1360,4
1361,6
1362,4
1363,2
1364,6
1365,0
1366,1
1367,1
1368,8
1369,3
1370,0
1371,8
1372,8
1373,4
1374,8
1375,1
1376,1
1377,2
1378,5
1379,0
1380,5
1381,8
1382,9
1383,3
1384,9
1385,3
1386,1
1387,1
1388,0
1389,3
1390,7
1391,7
1392,0
1393,0
1394,3
1395,9
1396,6
1397,7
1398,9
1399,1
1400,8
1401,0
1402,0
1403,9
1404,3
1405,6
1406,4
1407,5
1408,0
1409,6
1410,3
1411,8
1412,7
1413,7
1414,6
1415,9
1416,2
1417,9
1418,4
1419,6
1420,1
1421,6
1422,3
1423,6
1424,1
1425,8
1426,6
1427,8
1428,3
1429,6
1430,2
1431,2
1432,3
1433,4
1434,5
1435,2
1436,8
1437,8
1438,4
1439,7
1440,3
1441,4
1442,4
1443,0
1444,5
1445,3
1446,9
1447,1
1448,8
1449,9
1450,3
1451,7
1452,0
1453,7
1454,7
1455,7
1456,5
1457,6
1458,1
1459,7
1460,5
1461,0
1462,6
1463,2
1464,6
1465,9
1466,7
1467,7
1468,5
1469,7
1470,2
1471,4
1472,6
1473,9
1474,1
1475,8
1476,3
1477,2
1478,2
1479,6
1480,6
1481,7
1482,8
1483,2
1484,0
1485,7
1486,9
1487,2
1488,3
1489,1
1490,9
1491,4
1492,7
1493,2
1494,3
1495,2
1496,7
1497,9
1498,9
1499,1
1500,5
1501,7
1502,7
1503,7
1504,5
1505,5
1506,5
1507,3
1508,4
1509,0
1510,8
1511,6
1512,3
1513,8
1514,8
1515,1
1516,1
1517,9
1518,9
1519,1
1520,8
1521,1
1522,5
1523,1
1524,7
1525,4
1526,1
1527,6
1528,5
1529,2
1530,4
1531,3
1532,0
1533,1
1534,1
1535,5
1536,8
1537,0
1538,4
1539,5
1540,2
1541,8
1542,9
1543,4
1544,9
1545,3
1546,3
1547,6
1548,4
1549,1
1550,8
1551,7
1552,2
1553,0
1554,1
1555,0
1556,2
1557,5
1558,5
1559,5
1560,5
1561,7
1562,3
1563,5
1564,5
1565,7
1566,5
1567,4
1568,1
1569,3
1570,2
1571,8
1572,2
1573,1
1574,1
1575,3
1576,7
1577,0
1578,0
1579,7
1580,5
1581,5
1582,8
1583,7
1584,3
1585,0
1586,4
1587,7
1588,8
1589,1
1590,3
1591,7
1592,2
1593,5
1594,1
1595,2
1596,9
1597,2
1598,1
1599,8
1600,7
1601,8
1602,3
1603,7
1604,9
1605,0
1606,8
1607,3
1608,7
1609,6
1610,3
1611,6
1612,0
1613,7
1614,7
1615,8
1616,3
1617,0
1618,9
1619,9
1620,1
1621,3
1622,2
1623,5
1624,5
1625,7
1626,4
1627,2
1628,0
1629,9
1630,8
1631,1
1632,7
1633,1
1634,1
1635,1
1636,3
1637,8
1638,0
1639,4
1640,4
1641,7
1642,4
1643,3
1644,6
1645,7
1646,6
1647,6
1648,9
1649,8
1650,9
1651,6
1652,9
1653,7
1654,5
1655,2
1656,3
1657,3
1658,1
1659,0
1660,6
1661,2
1662,0
1663,0
1664,1
1665,4
1666,4
1667,9
1668,9
1669,4
1670,6
1671,9
1672,2
1673,3
1674,1
1675,5
1676,8
1677,4
1678,7
1679,1
1680,8
1681,6
1682,4
1683,0
1684,8
1685,0
1686,4
1687,7
1688,8
1689,2
1690,1
1691,8
1692,3
1693,5
1694,3
1695,0
1696,1
1697,0
1698,9
1699,6
1700,3
1701,2
1702,6
1703,9
1704,0
1705,9
1706,3
1707,6
1708,7
1709,5
1710,5
1711,8
1712,2
1713,0
1714,7
1715,5
1716,0
1717,5
1718,6
1719,0
1720,2
1721,4
1722,2
1723,5
1724,4
1725,0
1726,6
1727,1
1728,9
1729,4
1730,9
1731,2
1732,1
1733,6
1734,9
1735,6
1736,3
1737,2
1738,6
1739,5
1740,4
1741,9
1742,9
1743,6
1744,6
1745,7
1746,5
1747,0
1748,3
1749,9
1750,6
1751,9
1752,7
1753,6
1754,8
1755,4
1756,2
1757,9
1758,5
1759,8
1760,0
1761,0
1762,3
1763,0
1764,6
1765,4
1766,7
1767,6
1768,1
1769,9
1770,7
1771,8
1772,4
1773,3
1774,9
1775,7
1776,1
1777,5
1778,7
1779,8
1780,5
1781,0
1782,9
1783,8
1784,0
1785,6
1786,9
1787,5
1788,8
1789,4
1790,0
1791,5
1792,6
1793,0
1794,5
1795,9
1796,9
1797,9
1798,2
1799,4
1800,8
1801,7
1802,0
1803,4
1804,0
1805,5
1806,0
1807,0
1808,6
1809,4
1810,3
1811,0
1812,6
1813,6
1814,8
1815,6
1816,9
1817,4
1818,8
1819,8
1820,0
1821,0
1822,8
1823,1
1824,3
1825,8
1826,2
1827,3
1828,5
1829,2
1830,2
1831,3
1832,8
1833,7
1834,9
1835,4
1836,2
1837,8
1838,4
1839,1
1840,5
1841,8
1842,7
1843,3
1844,4
1845,7
1846,2
1847,4
1848,7
1849,9
1850,2
1851,9
1852,5
1853,3
1854,9
1855,4
1856,6
1857,8
1858,0
1859,3
1860,7
1861,8
1862,2
1863,8
1864,5
1865,3
1866,9
1867,6
1868,1
1869,9
1870,2
1871,6
1872,8
1873,3
1874,2
1875,0
1876,3
1877,4
1878,0
1879,5
1880,6
1881,7
1882,7
1883,6
1884,7
1885,4
1886,6
1887,8
1888,7
1889,5
1890,3
1891,8
1892,2
1893,1
1894,4
1895,2
1896,1
1897,4
1898,0
1899,9
1900,1
1901,8
1902,1
1903,9
1904,3
1905,4
1906,6
1907,0
1908,6
1909,6
1910,0
1911,0
1912,3
1913,2
1914,6
1915,3
1916,1
1917,3
1918,9
1919,3
1920,5
1921,0
1922,3
1923,0
1924,9
1925,4
1926,2
1927,2
1928,5
1929,1
1930,1
1931,4
1932,7
1933,1
1934,2
1935,6
1936,1
1937,5
1938,4
1939,3
1940,4
1941,9
1942,1
1943,2
1944,9
1945,0
1946,6
1947,7
1948,9
1949,0
1950,2
1951,9
1952,0
1953,0
1954,8
1955,9
1956,4
1957,9
1958,6
1959,8
1960,8
1961,5
1962,7
1963,3
1964,9
1965,2
1966,1
1967,1
1968,1
1969,9
1970,4
1971,0
1972,3
1973,7
1974,9
1975,4
1976,1
1977,7
1978,1
1979,0
1980,4
1981,1
1982,4
1983,7
1984,7
1985,0
1986,4
1987,0
1988,6
1989,0
1990,0
1991,6
1992,9
1993,6
1994,0
1995,9
1996,4
1997,1
1998,9
1999,1
2000,8
2001,5
2002,3
2003,7
2004,4
2005,6
2006,0
2007,4
2008,5
2009,5
2010,7
2011,9
2012,9
2013,0
2014,0
2015,8
2016,7
2017,4
2018,8
2019,6
2020,9
2021,2
2022,1
2023,2
2024,6
2025,0
2026,5
2027,5
2028,8
2029,1
2030,2
2031,8
2032,8
2033,9
2034,5
2035,6
2036,2
2037,1
2038,9
2039,9
2040,1
2041,4
2042,0
2043,7
2044,5
2045,4
2046,9
2047,1
2048,0
2049,8
2050,1
2051,3
2052,7
2053,7
2054,0
2055,9
2056,0
2057,6
2058,6
2059,0
2060,8
2061,1
2062,8
2063,4
2064,1
2065,1
2066,8
2067,6
2068,4
2069,3
2070,8
2071,8
2072,1
2073,4
2074,7
2075,0
2076,1
2077,6
2078,0
2079,3
2080,0
2081,5
2082,0
2083,7
2084,4
2085,0
2086,9
2087,6
2088,8
2089,9
2090,7
2091,6
2092,4
2093,9
2094,7
2095,7
2096,9
2097,1
2098,1
2099,7
2100,4
2101,3
2102,1
2103,2
2104,6
2105,4
2106,9
2107,6
2108,6
2109,9
2110,1
2111,9
2112,6
2113,5
2114,8
2115,0
2116,5
2117,2
2118,7
2119,7
2120,8
2121,0
2122,3
2123,4
2124,4
2125,4
2126,6
2127,8
2128,6
2129,3
2130,5
2131,9
2132,6
2133,3
2134,6
2135,9
2136,1
2137,8
2138,8
2139,7
2140,6
2141,2
2142,8
2143,4
2144,8
2145,2
2146,5
2147,8
2148,8
2149,3
2150,3
2151,6
2152,3
2153,7
2154,3
2155,1
2156,8
2157,3
2158,9
2159,0
2160,6
2161,6
2162,4
2163,9
2164,3
2165,6
2166,7
2167,7
2168,5
2169,7
2170,0
2171,2
2172,5
2173,3
2174,5
2175,9
2176,5
2177,9
2178,0
2179,5
2180,0
2181,5
2182,6
2183,0
2184,8
2185,4
2186,8
2187,4
2188,0
2189,5
2190,7
2191,7
2192,4
2193,7
2194,1
2195,7
2196,3
2197,4
2198,0
2199,3
2200,4
2201,4
2202,2
2203,2
2204,2
2205,3
2206,9
2207,6
2208,3
2209,5
2210,7
2211,2
2212,9
2213,1
2214,5
2215,7
2216,3
2217,0
2218,5
2219,7
2220,2
2221,0
2222,8
2223,3
2224,4
2225,2
2226,8
2227,5
2228,6
2229,5
2230,4
2231,3
2232,3
2233,8
2234,0
2235,3
2236,1
2237,1
2238,4
2239,1
2240,3
2241,2
2242,1
2243,0
2244,0
2245,3
2246,5
2247,8
2248,6
2249,6
2250,3
2251,6
2252,8
2253,9
2254,4
2255,4
2256,9
2257,6
2258,0
2259,6
2260,2
2261,3
2262,9
2263,3
2264,5
2265,3
2266,8
2267,0
2268,2
2269,9
2270,8
2271,2
2272,4
2273,1
2274,2
2275,1
2276,1
2277,5
2278,5
2279,8
2280,5
2281,5
2282,6
2283,8
2284,8
2285,1
2286,5
2287,8
2288,0
2289,6
2290,2
2291,4
2292,1
2293,6
2294,0
2295,8
2296,0
2297,4
2298,1
2299,4
2300,3
2301,1
2302,2
2303,4
2304,7
2305,0
2306,9
2307,4
2308,5
2309,1
2310,9
2311,1
2312,9
2313,6
2314,9
2315,1
2316,6
2317,8
2318,9
2319,0
2320,7
2321,2
2322,1
2323,8
2324,3
2325,1
2326,0
2327,2
2328,8
2329,5
2330,6
2331,6
2332,1
2333,3
2334,7
2335,7
2336,1
2337,9
2338,0
2339,0
2340,8
2341,7
2342,8
2343,6
2344,5
2345,2
2346,0
2347,9
2348,4
2349,3
2350,8
2351,4
2352,8
2353,7
2354,5
2355,6
2356,7
2357,7
2358,1
2359,7
2360,9
2361,7
2362,3
2363,5
2364,4
2365,5
2366,1
2367,7
2368,4
2369,6
2370,2
2371,2
2372,9
2373,4
2374,6
2375,0
2376,5
2377,9
2378,8
2379,2
2380,9
2381,4
2382,5
2383,7
2384,0
2385,9
2386,6
2387,1
2388,8
2389,6
2390,6
2391,7
2392,2
2393,7
2394,3
2395,6
2396,1
2397,0
2398,2
2399,8
2400,5
2401,9
2402,0
2403,9
2404,4
2405,2
2406,5
2407,8
2408,2
2409,4
2410,3
2411,9
2412,8
2413,1
2414,5
2415,0
2416,9
2417,8
2418,2
2419,3
2420,2
2421,3
2422,4
2423,9
2424,2
2425,2
2426,8
2427,7
2428,8
2429,5
2430,2
2431,7
2432,9
2433,0
2434,8
2435,8
2436,9
2437,7
2438,4
2439,5
2440,3
2441,9
2442,6
2443,8
2444,4
2445,6
2446,5
2447,5
2448,8
2449,0
2450,0
2451,3
2452,3
2453,2
2454,4
2455,4
2456,6
2457,6
2458,6
2459,9
2460,5
2461,3
2462,4
2463,0
2464,8
2465,1
2466,7
2467,6
2468,2
2469,1
2470,2
2471,6
2472,1
2473,6
2474,9
2475,2
2476,2
2477,2
2478,6
2479,0
2480,9
2481,7
2482,9
2483,0
2484,1
2485,8
2486,7
2487,1
2488,0
2489,2
2490,9
2491,4
2492,1
2493,2
2494,4
2495,4
2496,1
2497,5
2498,9
2499,4
2500,8
2501,9
2502,9
2503,9
2504,7
2505,2
2506,2
2507,1
2508,8
2509,6
2510,1
2511,6
2512,4
2513,9
2514,0
2515,3
2516,8
2517,9
2518,7
2519,1
2520,7
2521,0
2522,7
2523,5
2524,9
2525,0
2526,5
2527,5
2528,9
2529,5
2530,0
2531,0
2532,2
2533,4
2534,7
2535,3
2536,4
2537,5
2538,3
2539,6
2540,6
2541,1
2542,7
2543,2
2544,4
2545,0
2546,8
2547,3
2548,2
2549,9
2550,1
2551,7
2552,1
2553,7
2554,1
2555,3
2556,1
2557,1
2558,4
2559,5
2560,1
2561,3
2562,4
2563,8
2564,2
2565,2
2566,1
2567,4
2568,7
2569,1
2570,2
2571,3
2572,3
2573,7
2574,5
2575,4
2576,5
2577,8
2578,5
2579,4
2580,8
2581,3
2582,9
2583,5
2584,8
2585,5
2586,9
2587,8
2588,9
2589,5
2590,9
2591,1
2592,7
2593,1
